Date,Open,High,Low,Close,Volume,AdjClose
12/2/16,152.449997,152.490005,151.119995,152.25,2103000,152.25
12/1/16,150.740005,152.690002,150.389999,152.389999,2825500,152.389999
11/30/16,151.589996,153.080002,150.559998,150.559998,3949600,150.559998
11/29/16,149.830002,152.110001,149.110001,151.639999,3828300,151.639999
11/28/16,149,150.089996,148.320007,149.770004,4177100,149.770004
11/25/16,150,150.149994,149.029999,150.039993,962300,150.039993
11/23/16,149.610001,150.809998,149.029999,149.740005,2857500,149.740005
11/22/16,147.899994,149.759995,147.880005,149.520004,3749700,149.520004
11/21/16,147.210007,148.490005,146.520004,147.020004,2678300,147.020004
11/18/16,145.179993,146.600006,144.460007,146.350006,2204000,146.350006
11/17/16,146.830002,147.119995,145,145.330002,3637000,145.330002
11/16/16,147.300003,148.410004,146.139999,146.440002,3531800,146.440002
11/15/16,148.440002,149.449997,147.190002,148.110001,3850700,148.110001
11/14/16,148.210007,150.089996,148.210007,149.990005,4435400,149.990005
11/11/16,147.119995,148.600006,146.559998,148.520004,3532300,148.520004
11/10/16,146.509995,149.339996,146.389999,147.690002,6507300,147.690002
11/9/16,141.600006,145.850006,141.539993,145.089996,5412100,145.089996
11/8/16,141.919998,143.309998,141.289993,142.199997,2823800,142.199997
11/7/16,141.5,143.100006,141.490005,143.029999,3228200,141.940003
11/4/16,139.110001,140.850006,138.800003,139.539993,2951500,138.476594
11/3/16,140.759995,140.899994,139.350006,140.020004,2280800,138.952947
11/2/16,142,142.869995,140.589996,140.75,2782100,139.677379
11/1/16,142.949997,143.899994,141.809998,142.410004,3245000,141.324732
10/31/16,143.050003,143.350006,142.149994,142.429993,3075900,141.344569
10/28/16,143.720001,144,142.169998,143.009995,4636100,141.920151
10/27/16,145.830002,146.229996,141.779999,143.309998,7857100,142.217868
10/26/16,138.429993,146.190002,136.720001,145.539993,13272000,144.430869
10/25/16,137.529999,139.419998,137.350006,139.020004,5209100,137.960567
10/24/16,136.410004,138.880005,136.410004,137.449997,3814200,136.402525
10/21/16,134.720001,136.190002,134.25,135.630005,2205000,134.596402
10/20/16,135.919998,136.75,135.369995,135.839996,2539700,134.804793
10/19/16,135.419998,136.949997,135.330002,136.179993,2265900,135.142199
10/18/16,135.029999,135.740005,134.919998,135.100006,2271000,134.070442
10/17/16,133.5,135.380005,133.330002,134,2435100,132.978819
10/14/16,134.559998,135.25,133.479996,133.5,2317400,132.48263
10/13/16,132.419998,133.929993,131.389999,133.380005,3544200,132.363549
10/12/16,133.759995,134.279999,133,133.160004,2264200,132.145224
10/11/16,134.940002,135.690002,133.270004,133.740005,3607300,132.720806
10/10/16,134.589996,136.869995,134.589996,135.839996,3343300,134.804793
10/7/16,133.929993,134.660004,132.539993,133.850006,4302000,132.829968
10/6/16,134.830002,135,133.679993,134.419998,3614900,133.395617
10/5/16,132.929993,134.899994,132.550003,134.660004,3137500,133.633793
10/4/16,132.770004,133.229996,131.690002,132.25,2829200,131.242156
10/3/16,131.279999,132.720001,130.740005,132.380005,2439400,131.37117
9/30/16,132.089996,132.630005,131.270004,131.740005,3118900,130.736048
9/29/16,131.800003,132.779999,130.679993,131.029999,2199400,130.031452
9/28/16,131.589996,132.360001,130.589996,132.229996,1773000,131.222304
9/27/16,130.289993,131.740005,129.860001,131.320007,1939000,130.31925
9/26/16,131.070007,131.580002,130.429993,130.570007,2219900,129.574966
9/23/16,131.25,132.289993,131.009995,131.779999,2330700,130.775736
9/22/16,131.449997,132.479996,131.169998,131.869995,3253100,130.865047
9/21/16,128.179993,130.630005,128.179993,130.559998,3227800,129.565032
9/20/16,127.949997,128.5,127.57,127.790001,2639300,126.816145
